City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
379,mitsamiouli,-11.3847,43.2844,28.16,65,75,3.6,KM,Sun Oct  1 10:35:59 2023
380,sinabang,2.4803,96.3801,26.5,86,72,4.19,ID,Sun Oct  1 10:35:59 2023
381,tucurui,-3.7661,-49.6725,39.17,28,69,2.18,BR,Sun Oct  1 10:35:59 2023
382,skelleftea,64.7507,20.9528,11.67,96,0,3.6,SE,Sun Oct  1 10:35:59 2023
383,auki,-8.7676,160.7034,24.58,88,68,2.83,SB,Sun Oct  1 10:35:59 2023
384,kailua-kona,19.6406,-155.9956,27.55,91,75,3.09,US,Sun Oct  1 10:36:00 2023
385,thinadhoo,0.5333,72.9333,28.21,73,100,5.12,MV,Sun Oct  1 10:36:00 2023
386,island harbour,50.724,-1.2758,20.64,85,99,2.24,GB,Sun Oct  1 10:36:00 2023
387,yuzhno-kurilsk,44.0306,145.8556,15.76,96,100,2.75,RU,Sun Oct  1 10:36:00 2023
388,gorgan,36.8387,54.4348,24.98,47,40,4.12,IR,Sun Oct  1 10:36:00 2023
389,teruel,40.6667,-0.6667,27.02,19,19,2.67,ES,Sun Oct  1 10:36:01 2023
390,hammerfest,70.6634,23.6821,4.25,87,75,9.26,NO,Sun Oct  1 10:36:01 2023
391,dunedin,-45.8742,170.5036,13.95,63,100,5.27,NZ,Sun Oct  1 10:36:01 2023
392,ugoofaaru,5.6667,73.0,27.8,76,95,5.17,MV,Sun Oct  1 10:36:01 2023
393,huangmei,30.1924,116.025,21.12,77,82,4.05,CN,Sun Oct  1 10:36:01 2023
394,reggane,26.7158,0.1714,39.93,11,0,5.45,DZ,Sun Oct  1 10:36:01 2023
395,wellington,-41.2866,174.7756,14.21,88,40,6.69,NZ,Sun Oct  1 10:35:02 2023
396,gurlan,41.8447,60.3919,20.95,32,36,3.33,UZ,Sun Oct  1 10:36:02 2023
397,sakaiminato,35.55,133.2333,20.99,60,40,3.6,JP,Sun Oct  1 10:36:02 2023
398,yayladagi,35.9025,36.0627,20.86,75,39,7.47,TR,Sun Oct  1 10:36:02 2023
399,pskov,57.8136,28.3496,14.95,72,20,4.02,RU,Sun Oct  1 10:34:18 2023
400,ladario,-19.0047,-57.6017,32.16,40,0,2.57,BR,Sun Oct  1 10:36:03 2023
401,pursat,12.3333,103.6667,24.9,94,97,1.44,KH,Sun Oct  1 10:36:03 2023
402,shakawe,-18.3667,21.85,38.35,8,4,4.92,BW,Sun Oct  1 10:36:03 2023
403,agdam,39.991,46.9274,20.39,73,99,1.21,AZ,Sun Oct  1 10:36:03 2023
404,turbana,10.2717,-75.4422,30.45,74,100,1.71,CO,Sun Oct  1 10:36:04 2023
405,minas de marcona,-15.2119,-75.1103,18.2,67,51,4.48,PE,Sun Oct  1 10:36:04 2023
406,hobbs,32.7026,-103.136,21.33,71,100,3.6,US,Sun Oct  1 10:36:04 2023
407,labrador city,52.9463,-66.9114,7.95,71,75,5.14,CA,Sun Oct  1 10:36:04 2023
408,seminole,28.7086,-81.2081,26.0,82,100,4.12,US,Sun Oct  1 10:36:04 2023
409,damavand,35.7178,52.065,15.35,28,75,1.35,IR,Sun Oct  1 10:36:05 2023
410,sitka,57.0531,-135.33,11.94,76,100,4.63,US,Sun Oct  1 10:31:17 2023
411,sao domingos do prata,-19.865,-42.9683,28.44,50,84,2.39,BR,Sun Oct  1 10:36:05 2023
412,gamba,-2.65,10.0,26.84,75,47,4.87,GA,Sun Oct  1 10:36:05 2023
413,ranchi,23.35,85.3333,23.06,94,100,4.12,IN,Sun Oct  1 10:36:05 2023
414,kill devil hills,36.0307,-75.676,22.01,78,40,6.17,US,Sun Oct  1 10:36:05 2023
415,geidam,12.897,11.9304,32.17,43,56,6.18,NG,Sun Oct  1 10:36:06 2023
416,nambucca heads,-30.65,153.0,20.0,58,36,1.92,AU,Sun Oct  1 10:36:06 2023
417,havran,39.5583,27.0983,25.79,34,75,6.17,TR,Sun Oct  1 10:36:06 2023
418,balaklava,44.5,33.6,21.66,51,98,3.37,UA,Sun Oct  1 10:36:06 2023
419,tofol,5.3248,163.0078,28.51,72,36,2.61,FM,Sun Oct  1 10:36:06 2023
420,taro,-8.3862,115.28,22.0,83,52,0.27,ID,Sun Oct  1 10:36:07 2023
421,beau vallon,-20.4189,57.6953,25.13,78,40,5.14,MU,Sun Oct  1 10:36:07 2023
422,kangaba,11.9333,-8.4167,34.32,45,95,2.31,ML,Sun Oct  1 10:36:07 2023
423,bahawalpur,29.4,71.6833,30.7,15,0,2.49,PK,Sun Oct  1 10:36:07 2023
424,porbandar,21.6422,69.6093,27.25,78,1,5.04,IN,Sun Oct  1 10:36:07 2023
425,banamba,13.55,-7.45,37.51,26,99,3.27,ML,Sun Oct  1 10:36:08 2023
426,clinton,42.587,-82.9199,22.36,81,75,0.0,US,Sun Oct  1 10:36:08 2023
427,bhamo,24.2667,97.2333,24.68,98,98,0.67,MM,Sun Oct  1 10:36:08 2023
428,buzuluk,52.7807,52.2635,18.31,45,10,2.68,RU,Sun Oct  1 10:36:08 2023
429,urangan,-25.3,152.9,20.41,70,7,3.52,AU,Sun Oct  1 10:36:08 2023
430,el calafate,-50.3408,-72.2768,4.18,58,9,7.18,AR,Sun Oct  1 10:36:09 2023
431,karnobat,42.65,26.9833,24.91,28,36,4.37,BG,Sun Oct  1 10:36:09 2023
432,isiro,2.7739,27.616,22.07,93,86,2.1,CD,Sun Oct  1 10:36:09 2023
433,fortuna foothills,32.6578,-114.4119,19.19,50,0,0.0,US,Sun Oct  1 10:36:09 2023
434,funadhoo,6.15,73.2667,27.93,75,89,5.96,MV,Sun Oct  1 10:36:09 2023
435,cedeira,43.6797,-8.0209,24.44,81,89,3.72,ES,Sun Oct  1 10:36:10 2023
436,carnarvon,-24.8667,113.6333,19.14,64,0,6.88,AU,Sun Oct  1 10:36:10 2023
437,tutong,4.8,114.65,27.05,87,97,3.87,BN,Sun Oct  1 10:36:10 2023
438,lakatoro,-16.0999,167.4164,23.57,76,100,7.74,VU,Sun Oct  1 10:36:10 2023
439,greenville,35.6127,-77.3663,21.75,81,0,4.63,US,Sun Oct  1 10:32:43 2023
440,megion,61.0296,76.1136,6.01,76,100,6.94,RU,Sun Oct  1 10:36:10 2023
441,kapuskasing,49.4169,-82.4331,12.0,100,100,2.06,CA,Sun Oct  1 10:36:11 2023
442,karratha,-20.7377,116.8463,27.47,28,0,8.76,AU,Sun Oct  1 10:36:11 2023
443,nangomba,-10.9,38.5,34.28,21,7,2.78,TZ,Sun Oct  1 10:36:11 2023
444,nar'yan-mar,67.6713,53.087,10.62,98,100,4.02,RU,Sun Oct  1 10:36:11 2023
445,magadan,59.5667,150.8,7.68,86,100,1.34,RU,Sun Oct  1 10:36:11 2023
446,mulayjah,27.271,48.4242,32.43,20,0,3.51,SA,Sun Oct  1 10:36:12 2023
447,loughrea,53.1969,-8.5669,15.23,73,41,5.3,IE,Sun Oct  1 10:36:12 2023
448,bassila,9.0081,1.6654,28.23,78,72,2.25,BJ,Sun Oct  1 10:36:12 2023
449,aral,40.5156,81.2636,22.3,18,6,2.14,CN,Sun Oct  1 10:36:12 2023
450,laboe,54.4,10.2167,15.14,88,100,3.6,DE,Sun Oct  1 10:36:12 2023
451,bonthe,7.5264,-12.505,28.95,75,100,4.03,SL,Sun Oct  1 10:36:13 2023
452,daru,-9.0763,143.2092,24.77,88,100,6.63,PG,Sun Oct  1 10:36:13 2023
453,xucheng,20.35,110.1288,26.36,85,0,3.37,CN,Sun Oct  1 10:36:13 2023
454,queenstown,-31.8976,26.8753,16.34,35,0,5.8,ZA,Sun Oct  1 10:36:13 2023
455,whangarei,-35.7317,174.3239,8.45,96,35,2.06,NZ,Sun Oct  1 10:36:13 2023
456,slave lake,55.2834,-114.769,0.99,75,0,3.6,CA,Sun Oct  1 10:35:45 2023
457,banda aceh,5.5577,95.3222,26.83,82,17,4.58,ID,Sun Oct  1 10:36:14 2023
458,aoulef,26.9667,1.0833,39.02,12,0,6.14,DZ,Sun Oct  1 10:36:14 2023
459,happy valley-goose bay,53.3168,-60.3315,13.17,76,75,5.66,CA,Sun Oct  1 10:36:14 2023
460,mont-laurier,46.5501,-75.4993,15.79,67,70,1.82,CA,Sun Oct  1 10:32:38 2023
461,berezovyy,51.6667,135.7,7.46,96,100,2.27,RU,Sun Oct  1 10:36:14 2023
462,wlodawa,51.55,23.55,16.78,47,91,2.79,PL,Sun Oct  1 10:36:15 2023
463,san luis de la loma,17.2706,-100.8939,29.14,77,28,1.04,MX,Sun Oct  1 10:36:15 2023
464,castillos,-34.1667,-53.8333,16.21,51,0,3.17,UY,Sun Oct  1 10:36:15 2023
465,ponta delgada,37.7333,-25.6667,22.88,73,40,7.2,PT,Sun Oct  1 10:36:15 2023
466,kulp,38.4972,41.0122,21.63,57,86,2.65,TR,Sun Oct  1 10:36:15 2023
467,pontes e lacerda,-15.2261,-59.3353,38.51,31,60,1.15,BR,Sun Oct  1 10:36:16 2023
468,hafar al-batin,28.4328,45.9708,38.32,10,0,2.06,SA,Sun Oct  1 10:36:16 2023
469,huangnihe,43.5583,128.0239,7.47,71,52,2.53,CN,Sun Oct  1 10:36:16 2023
470,general mosconi,-23.1851,-62.303,29.32,25,22,2.64,AR,Sun Oct  1 10:36:16 2023
471,verkhovazh'ye,60.7472,42.0465,13.41,84,10,3.91,RU,Sun Oct  1 10:36:17 2023
472,dongola,19.1667,30.4833,43.29,8,8,4.65,SD,Sun Oct  1 10:36:17 2023
473,rundu,-17.9333,19.7667,37.27,7,0,2.98,NA,Sun Oct  1 10:36:17 2023
474,puerto baquerizo moreno,-0.9,-89.6,23.55,94,75,5.14,EC,Sun Oct  1 10:32:23 2023
475,jining,35.405,116.5814,18.57,52,100,3.21,CN,Sun Oct  1 10:36:17 2023
476,caraballeda,10.6112,-66.8522,34.65,64,82,2.57,VE,Sun Oct  1 10:36:18 2023
477,byron center,42.8122,-85.7228,22.23,79,9,1.34,US,Sun Oct  1 10:36:18 2023
478,shakiso,5.75,38.9167,17.78,89,78,0.6,ET,Sun Oct  1 10:36:18 2023
479,manta,-0.95,-80.7333,28.88,58,75,5.14,EC,Sun Oct  1 10:33:37 2023
480,antsiranana,-12.2787,49.2917,26.42,65,20,5.14,MG,Sun Oct  1 10:36:18 2023
481,black point,-34.6187,137.8972,13.09,80,0,3.24,AU,Sun Oct  1 10:36:18 2023
482,och'amch'ire,42.7123,41.4686,20.9,82,86,2.46,GE,Sun Oct  1 10:36:19 2023
483,outjo,-20.1167,16.15,36.32,5,0,2.5,NA,Sun Oct  1 10:36:19 2023
484,vadso,70.0744,29.7487,8.09,76,75,1.54,NO,Sun Oct  1 10:36:19 2023
485,shiqian,27.5225,108.2281,21.11,91,98,1.4,CN,Sun Oct  1 10:36:19 2023
486,upata,8.0086,-62.3989,34.69,40,97,2.39,VE,Sun Oct  1 10:36:19 2023
487,matoury,4.8483,-52.3317,31.98,55,75,4.12,GF,Sun Oct  1 10:31:29 2023
488,el bagre,7.5927,-74.8086,31.46,69,87,0.51,CO,Sun Oct  1 10:36:20 2023
489,pachelma,53.2443,43.3521,18.37,49,8,3.59,RU,Sun Oct  1 10:36:20 2023
490,port blair,11.6667,92.75,27.02,89,75,1.54,IN,Sun Oct  1 10:36:20 2023
491,caucete,-31.6518,-68.2811,23.71,23,2,1.21,AR,Sun Oct  1 10:36:20 2023
492,hovd,48.0056,91.6419,9.41,46,24,2.99,MN,Sun Oct  1 10:36:21 2023
493,san julian,21.0167,-102.1667,19.12,55,6,2.87,MX,Sun Oct  1 10:36:21 2023
494,bikenibeu village,1.3673,173.1241,27.98,83,40,1.54,KI,Sun Oct  1 10:36:21 2023
495,eureka,40.8021,-124.1637,10.93,97,0,2.46,US,Sun Oct  1 10:33:14 2023
496,egilsstadir,65.2653,-14.3948,7.95,76,75,3.6,IS,Sun Oct  1 10:36:22 2023
497,plastun,44.7561,136.2939,11.16,73,18,3.13,RU,Sun Oct  1 10:36:22 2023
498,malindi,-3.2175,40.1191,27.09,69,20,7.2,KE,Sun Oct  1 10:33:25 2023
499,horta,38.5333,-28.6333,22.23,66,40,3.58,PT,Sun Oct  1 10:36:22 2023
500,alesund,62.4723,6.1549,13.33,80,20,2.06,NO,Sun Oct  1 10:36:22 2023
501,pudozh,61.8099,36.5345,11.08,88,100,4.47,RU,Sun Oct  1 10:36:22 2023
502,gympie,-26.1898,152.665,13.22,95,0,0.64,AU,Sun Oct  1 10:36:23 2023
503,nuuk,64.1835,-51.7216,1.34,86,100,5.66,GL,Sun Oct  1 10:36:23 2023
504,monywa,22.1167,95.1333,25.53,91,45,4.77,MM,Sun Oct  1 10:36:23 2023
505,lisala,2.15,21.5167,30.33,60,89,0.85,CD,Sun Oct  1 10:36:23 2023
506,revda,56.801,59.9303,8.56,82,19,2.6,RU,Sun Oct  1 10:36:23 2023
507,norfolk,42.1668,-71.2495,17.72,84,0,3.92,US,Sun Oct  1 10:36:24 2023
508,rozhyshche,50.9154,25.2691,17.98,65,100,2.0,UA,Sun Oct  1 10:36:24 2023
509,tralee,52.2704,-9.7026,16.14,77,20,5.14,IE,Sun Oct  1 10:36:24 2023
510,arta,39.1606,20.9853,25.8,55,38,2.34,GR,Sun Oct  1 10:36:24 2023
511,yanaul,56.2719,54.9309,14.62,63,10,3.92,RU,Sun Oct  1 10:36:24 2023
512,hopkinton,41.4612,-71.7776,17.7,81,20,3.6,US,Sun Oct  1 10:36:25 2023
513,strugi-krasnyye,58.2675,29.1114,14.23,60,40,4.78,RU,Sun Oct  1 10:36:25 2023
514,i-n-salah,27.1935,2.4607,38.32,14,0,7.26,DZ,Sun Oct  1 10:36:25 2023
515,sarkand,45.41,79.9186,13.94,49,52,2.25,KZ,Sun Oct  1 10:36:25 2023
516,popondetta,-8.7537,148.2534,22.99,98,97,1.26,PG,Sun Oct  1 10:36:25 2023
517,kone,-21.0595,164.8658,19.05,81,99,2.25,NC,Sun Oct  1 10:36:26 2023
518,viqueque,-8.8673,126.3658,23.59,91,14,0.5,TL,Sun Oct  1 10:36:26 2023
519,beira,-19.8436,34.8389,27.05,83,0,8.23,MZ,Sun Oct  1 10:36:26 2023
520,dzhalagash,45.0833,64.6667,18.31,38,32,3.46,KZ,Sun Oct  1 10:36:26 2023
521,ihosy,-22.4,46.1167,29.89,24,77,3.22,MG,Sun Oct  1 10:36:27 2023
522,taft,31.7471,54.2088,28.97,13,0,2.06,IR,Sun Oct  1 10:36:27 2023
523,hepo,23.4308,115.8299,24.69,97,95,1.32,CN,Sun Oct  1 10:36:27 2023
524,saint-pierre,-21.3393,55.4781,24.82,69,0,2.06,RE,Sun Oct  1 10:36:27 2023
525,tete,-16.1564,33.5867,42.05,12,20,5.14,MZ,Sun Oct  1 10:36:27 2023
526,san cristobal,7.7669,-72.225,25.1,47,99,2.99,VE,Sun Oct  1 10:36:28 2023
527,yelizovo,53.1873,158.3805,7.11,100,100,2.0,RU,Sun Oct  1 10:36:28 2023
528,patterson,37.4716,-121.1297,16.14,88,47,0.94,US,Sun Oct  1 10:31:42 2023
529,galle,6.0367,80.217,25.84,85,86,2.46,LK,Sun Oct  1 10:36:28 2023
530,simanggang,1.2472,111.4528,25.99,94,100,0.0,MY,Sun Oct  1 10:36:28 2023
531,tlaltenango de sanchez roman,21.7833,-103.3167,22.4,53,5,1.19,MX,Sun Oct  1 10:36:29 2023
532,ixtapa,20.7,-105.2,27.35,88,40,1.54,MX,Sun Oct  1 10:36:29 2023
533,bhag,29.0415,67.8239,32.54,7,0,2.74,PK,Sun Oct  1 10:36:29 2023
534,mombetsu,44.3525,143.3525,13.37,84,73,3.33,JP,Sun Oct  1 10:36:29 2023
535,wegscheid,48.6014,13.7873,20.6,43,2,2.68,DE,Sun Oct  1 10:36:29 2023
536,yeppoon,-23.1333,150.7333,18.88,74,0,3.5,AU,Sun Oct  1 10:36:29 2023
537,siret,47.95,26.0667,18.57,83,100,4.7,RO,Sun Oct  1 10:36:30 2023
538,lucapa,-8.4192,20.7447,29.47,45,99,1.67,AO,Sun Oct  1 10:36:30 2023
539,bhadrachalam,17.6667,80.8833,25.53,93,100,0.77,IN,Sun Oct  1 10:36:30 2023
540,namsos,64.4662,11.4957,10.03,87,100,2.06,NO,Sun Oct  1 10:36:30 2023
541,yemetsk,63.4721,41.7941,11.2,85,100,3.82,RU,Sun Oct  1 10:36:30 2023
542,al hufuf,25.3646,49.5653,37.19,12,0,5.14,SA,Sun Oct  1 10:36:31 2023
543,labytnangi,66.6572,66.4183,5.59,96,100,2.88,RU,Sun Oct  1 10:36:31 2023
544,ciudad lazaro cardenas,17.9583,-102.2,29.18,77,100,1.22,MX,Sun Oct  1 10:36:31 2023
545,federal,-30.9547,-58.7833,18.7,41,0,2.98,AR,Sun Oct  1 10:36:31 2023
546,qusmuryn,52.4503,64.6311,12.4,60,12,3.45,KZ,Sun Oct  1 10:36:31 2023
547,floro,61.5996,5.0328,12.04,66,75,5.14,NO,Sun Oct  1 10:36:32 2023
548,sambava,-14.2667,50.1667,23.83,84,38,2.44,MG,Sun Oct  1 10:36:32 2023
549,ust'-kut,56.7938,105.7672,-1.98,88,19,2.24,RU,Sun Oct  1 10:36:32 2023
550,rawatbhata,24.9333,75.5833,27.33,35,23,0.86,IN,Sun Oct  1 10:36:32 2023
551,nelson bay,-32.7167,152.15,20.06,88,79,10.73,AU,Sun Oct  1 10:36:33 2023
552,canchungo,12.0672,-16.0333,33.07,55,100,0.85,GW,Sun Oct  1 10:36:33 2023
553,laojunmiao,39.8333,97.7333,11.14,27,71,1.27,CN,Sun Oct  1 10:36:33 2023
554,hasaki,35.7333,140.8333,22.38,71,100,7.6,JP,Sun Oct  1 10:36:33 2023
555,sinop,41.7711,34.8709,16.31,89,100,1.8,TR,Sun Oct  1 10:36:33 2023
556,cururupu,-1.8283,-44.8683,30.02,60,100,3.79,BR,Sun Oct  1 10:36:33 2023
557,chegdomyn,51.1167,133.0167,6.29,88,99,1.79,RU,Sun Oct  1 10:32:20 2023
558,canutama,-6.5339,-64.3831,38.81,32,15,1.3,BR,Sun Oct  1 10:36:34 2023
559,san antonio oeste,-40.7319,-64.9477,18.95,33,100,7.61,AR,Sun Oct  1 10:36:34 2023
560,kimbe,-5.5502,150.1429,24.25,92,93,1.81,PG,Sun Oct  1 10:36:34 2023
561,tiszaalpar,46.8128,19.9984,21.31,53,100,4.37,HU,Sun Oct  1 10:36:34 2023
562,axim,4.8699,-2.2405,26.86,81,46,5.05,GH,Sun Oct  1 10:36:34 2023
563,ferkessedougou,9.6,-5.2,32.81,52,36,2.3,CI,Sun Oct  1 10:36:35 2023
564,letterkenny,54.95,-7.7333,17.94,70,1,5.54,IE,Sun Oct  1 10:36:35 2023
565,colonia,50.9333,6.95,27.46,54,0,3.6,DE,Sun Oct  1 10:33:27 2023
566,deming,32.2687,-107.7586,15.94,72,0,1.54,US,Sun Oct  1 10:36:35 2023
567,khabarovsk,48.4808,135.0928,9.7,93,40,4.02,RU,Sun Oct  1 10:35:50 2023
568,rong kwang,18.339,100.3174,24.07,97,96,0.73,TH,Sun Oct  1 10:36:35 2023
569,awjilah,29.1081,21.2869,29.82,29,58,5.29,LY,Sun Oct  1 10:36:36 2023
